trial_id,cluster_pair,cluster_a,cluster_b,anchor_cluster,distractor_cluster,repeat_idx,primary_key,image_A_cluster,image_A_source_index,image_A_role,image_A_center_cells_path,image_A_gen_imgs_path,image_B_cluster,image_B_source_index,image_B_role,image_B_center_cells_path,image_B_gen_imgs_path,image_C_cluster,image_C_source_index,image_C_role,correct_answer,correct_cluster,image_C_center_cells_path,image_C_gen_imgs_path
223,14_20,14,20,20,14,0,center_cells,20,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0223_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0223_A_gen_imgs.png,14,8,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0223_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0223_B_gen_imgs.png,20,2,same_1,B,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0223_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0223_C_gen_imgs.png
224,14_21,14,21,21,14,0,center_cells,14,1,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0224_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0224_A_gen_imgs.png,21,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0224_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0224_B_gen_imgs.png,21,5,same_1,A,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0224_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0224_C_gen_imgs.png
225,14_22,14,22,22,14,0,center_cells,22,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0225_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0225_A_gen_imgs.png,14,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0225_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0225_B_gen_imgs.png,22,7,same_2,B,14,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0225_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0225_C_gen_imgs.png
226,15_16,15,16,16,15,0,center_cells,16,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0226_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0226_A_gen_imgs.png,15,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0226_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0226_B_gen_imgs.png,16,1,same_1,B,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0226_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0226_C_gen_imgs.png
227,15_17,15,17,17,15,0,center_cells,17,5,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0227_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0227_A_gen_imgs.png,15,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0227_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0227_B_gen_imgs.png,17,0,same_1,B,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0227_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0227_C_gen_imgs.png
228,15_18,15,18,15,18,0,center_cells,15,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0228_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0228_A_gen_imgs.png,18,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0228_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0228_B_gen_imgs.png,15,0,same_1,B,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0228_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0228_C_gen_imgs.png
229,15_19,15,19,15,19,0,center_cells,15,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0229_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0229_A_gen_imgs.png,19,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0229_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0229_B_gen_imgs.png,15,6,same_2,B,19,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0229_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0229_C_gen_imgs.png
230,15_20,15,20,20,15,0,center_cells,20,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0230_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0230_A_gen_imgs.png,20,4,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0230_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0230_B_gen_imgs.png,15,4,distractor,C,15,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0230_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0230_C_gen_imgs.png
231,15_21,15,21,15,21,0,center_cells,21,4,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0231_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0231_A_gen_imgs.png,15,7,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0231_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0231_B_gen_imgs.png,15,0,same_1,A,21,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0231_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0231_C_gen_imgs.png
232,15_22,15,22,15,22,0,center_cells,22,0,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0232_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0232_A_gen_imgs.png,15,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0232_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0232_B_gen_imgs.png,15,9,same_2,A,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0232_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0232_C_gen_imgs.png
233,16_17,16,17,16,17,0,center_cells,16,9,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0233_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0233_A_gen_imgs.png,17,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0233_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0233_B_gen_imgs.png,16,0,same_2,B,17,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0233_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0233_C_gen_imgs.png
234,16_18,16,18,16,18,0,center_cells,18,6,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0234_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0234_A_gen_imgs.png,16,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0234_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0234_B_gen_imgs.png,16,8,same_2,A,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0234_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0234_C_gen_imgs.png
235,16_19,16,19,19,16,0,center_cells,16,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0235_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0235_A_gen_imgs.png,19,1,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0235_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0235_B_gen_imgs.png,19,9,same_2,A,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0235_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0235_C_gen_imgs.png
236,16_20,16,20,16,20,0,center_cells,16,0,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0236_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0236_A_gen_imgs.png,16,2,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0236_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0236_B_gen_imgs.png,20,8,distractor,C,20,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0236_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0236_C_gen_imgs.png
237,16_21,16,21,21,16,0,center_cells,21,6,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0237_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0237_A_gen_imgs.png,16,5,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0237_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0237_B_gen_imgs.png,21,0,same_1,B,16,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0237_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0237_C_gen_imgs.png
238,16_22,16,22,16,22,0,center_cells,22,9,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0238_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0238_A_gen_imgs.png,16,2,same_1,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0238_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0238_B_gen_imgs.png,16,3,same_2,A,22,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0238_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0238_C_gen_imgs.png
239,17_18,17,18,17,18,0,center_cells,18,3,distractor,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0239_A_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0239_A_gen_imgs.png,17,0,same_2,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0239_B_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0239_B_gen_imgs.png,17,6,same_1,A,18,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0239_C_center_cells.png,/gpfs/radev/home/rj265/project/cluster_odd_one_out_survey/images/trial_0239_C_gen_imgs.png
